Дата;Открытие;Макс;Мин;Закрытие;
05.10.2018;114800.0000000;114910.0000000;114800.0000000;114910.0000000;
05.10.2018;114890.0000000;115090.0000000;114880.0000000;115060.0000000;
05.10.2018;115060.0000000;115110.0000000;114970.0000000;115110.0000000;
05.10.2018;115120.0000000;115170.0000000;115070.0000000;115120.0000000;
05.10.2018;115110.0000000;115180.0000000;115060.0000000;115170.0000000;
05.10.2018;115170.0000000;115280.0000000;115150.0000000;115190.0000000;
05.10.2018;115190.0000000;115190.0000000;115150.0000000;115180.0000000;
05.10.2018;115180.0000000;115180.0000000;115100.0000000;115120.0000000;
05.10.2018;115110.0000000;115170.0000000;115060.0000000;115120.0000000;
05.10.2018;115130.0000000;115170.0000000;115090.0000000;115130.0000000;
05.10.2018;115130.0000000;115130.0000000;115030.0000000;115050.0000000;
05.10.2018;115060.0000000;115100.0000000;115040.0000000;115100.0000000;
05.10.2018;115100.0000000;115140.0000000;115090.0000000;115120.0000000;
05.10.2018;115110.0000000;115140.0000000;115070.0000000;115110.0000000;
05.10.2018;115130.0000000;115130.0000000;115060.0000000;115130.0000000;
05.10.2018;115130.0000000;115170.0000000;115120.0000000;115150.0000000;
05.10.2018;115160.0000000;115180.0000000;115100.0000000;115160.0000000;
05.10.2018;115170.0000000;115200.0000000;115080.0000000;115080.0000000;
05.10.2018;115090.0000000;115190.0000000;115060.0000000;115120.0000000;
05.10.2018;115120.0000000;115130.0000000;115040.0000000;115040.0000000;
05.10.2018;115040.0000000;115050.0000000;114860.0000000;114910.0000000;
05.10.2018;114920.0000000;114990.0000000;114890.0000000;114960.0000000;
05.10.2018;114970.0000000;115000.0000000;114930.0000000;114970.0000000;
05.10.2018;114970.0000000;114990.0000000;114890.0000000;114930.0000000;
05.10.2018;114940.0000000;114960.0000000;114830.0000000;114890.0000000;
05.10.2018;114870.0000000;114910.0000000;114840.0000000;114860.0000000;
05.10.2018;114850.0000000;114880.0000000;114780.0000000;114780.0000000;
05.10.2018;114800.0000000;114800.0000000;114360.0000000;114370.0000000;
05.10.2018;114370.0000000;114630.0000000;114340.0000000;114500.0000000;
05.10.2018;114500.0000000;114670.0000000;114490.0000000;114610.0000000;
05.10.2018;114600.0000000;114690.0000000;114590.0000000;114660.0000000;
05.10.2018;114650.0000000;114700.0000000;114570.0000000;114670.0000000;
05.10.2018;114660.0000000;114670.0000000;114610.0000000;114670.0000000;
05.10.2018;114670.0000000;114700.0000000;114640.0000000;114650.0000000;
05.10.2018;114640.0000000;114950.0000000;114630.0000000;114840.0000000;
05.10.2018;114830.0000000;114930.0000000;114830.0000000;114900.0000000;
05.10.2018;114900.0000000;114920.0000000;114850.0000000;114880.0000000;
05.10.2018;114880.0000000;114930.0000000;114810.0000000;114910.0000000;
05.10.2018;114910.0000000;114950.0000000;114870.0000000;114870.0000000;
05.10.2018;114870.0000000;114900.0000000;114830.0000000;114850.0000000;
05.10.2018;114850.0000000;114870.0000000;114800.0000000;114840.0000000;
05.10.2018;114820.0000000;114820.0000000;114690.0000000;114740.0000000;
05.10.2018;114740.0000000;114740.0000000;114640.0000000;114700.0000000;
05.10.2018;114700.0000000;114780.0000000;114700.0000000;114760.0000000;
05.10.2018;114760.0000000;114790.0000000;114710.0000000;114730.0000000;
05.10.2018;114740.0000000;114770.0000000;114650.0000000;114720.0000000;
05.10.2018;114730.0000000;114730.0000000;114570.0000000;114600.0000000;
05.10.2018;114600.0000000;114630.0000000;114570.0000000;114600.0000000;
05.10.2018;114600.0000000;114650.0000000;114580.0000000;114620.0000000;
05.10.2018;114630.0000000;114680.0000000;114610.0000000;114640.0000000;
05.10.2018;114640.0000000;114640.0000000;114540.0000000;114570.0000000;
05.10.2018;114580.0000000;114580.0000000;114510.0000000;114530.0000000;
05.10.2018;114530.0000000;114550.0000000;114500.0000000;114550.0000000;
05.10.2018;114530.0000000;114580.0000000;114500.0000000;114560.0000000;
05.10.2018;114570.0000000;114570.0000000;114500.0000000;114520.0000000;
05.10.2018;114510.0000000;114640.0000000;114460.0000000;114590.0000000;
05.10.2018;114590.0000000;114600.0000000;114560.0000000;114600.0000000;
05.10.2018;114590.0000000;114640.0000000;114580.0000000;114640.0000000;
05.10.2018;114650.0000000;114740.0000000;114630.0000000;114730.0000000;
05.10.2018;114720.0000000;114760.0000000;114700.0000000;114710.0000000;
05.10.2018;114720.0000000;114750.0000000;114720.0000000;114730.0000000;
05.10.2018;114730.0000000;114770.0000000;114710.0000000;114710.0000000;
05.10.2018;114710.0000000;114730.0000000;114680.0000000;114720.0000000;
05.10.2018;114710.0000000;114770.0000000;114700.0000000;114770.0000000;
05.10.2018;114760.0000000;114780.0000000;114720.0000000;114750.0000000;
05.10.2018;114750.0000000;114760.0000000;114670.0000000;114710.0000000;
05.10.2018;114720.0000000;114810.0000000;114720.0000000;114760.0000000;
05.10.2018;114770.0000000;114800.0000000;114770.0000000;114780.0000000;
05.10.2018;114790.0000000;114830.0000000;114730.0000000;114750.0000000;
05.10.2018;114750.0000000;114780.0000000;114660.0000000;114730.0000000;
05.10.2018;114720.0000000;114730.0000000;114670.0000000;114710.0000000;
05.10.2018;114700.0000000;114760.0000000;114680.0000000;114750.0000000;
05.10.2018;114740.0000000;114750.0000000;114700.0000000;114730.0000000;
05.10.2018;114750.0000000;114760.0000000;114710.0000000;114710.0000000;
05.10.2018;114710.0000000;114720.0000000;114680.0000000;114720.0000000;
05.10.2018;114720.0000000;114790.0000000;114720.0000000;114780.0000000;
05.10.2018;114790.0000000;114800.0000000;114760.0000000;114760.0000000;
05.10.2018;114750.0000000;114750.0000000;114690.0000000;114740.0000000;
05.10.2018;114740.0000000;114820.0000000;114720.0000000;114790.0000000;
05.10.2018;114790.0000000;114800.0000000;114720.0000000;114740.0000000;
05.10.2018;114740.0000000;114760.0000000;114700.0000000;114700.0000000;
05.10.2018;114700.0000000;114760.0000000;114700.0000000;114740.0000000;
05.10.2018;114750.0000000;114770.0000000;114720.0000000;114730.0000000;
05.10.2018;114750.0000000;114800.0000000;114730.0000000;114790.0000000;
05.10.2018;114800.0000000;114800.0000000;114780.0000000;114800.0000000;
05.10.2018;114790.0000000;114880.0000000;114790.0000000;114820.0000000;
05.10.2018;114830.0000000;114880.0000000;114810.0000000;114840.0000000;
05.10.2018;114830.0000000;114930.0000000;114830.0000000;114920.0000000;
05.10.2018;114920.0000000;115040.0000000;114900.0000000;114910.0000000;
05.10.2018;114890.0000000;114960.0000000;114880.0000000;114930.0000000;
05.10.2018;114920.0000000;114920.0000000;114860.0000000;114860.0000000;
05.10.2018;114860.0000000;114880.0000000;114810.0000000;114830.0000000;
05.10.2018;114830.0000000;114840.0000000;114720.0000000;114720.0000000;
05.10.2018;114730.0000000;114880.0000000;114730.0000000;114870.0000000;
05.10.2018;114850.0000000;114890.0000000;114740.0000000;114740.0000000;
05.10.2018;114750.0000000;114760.0000000;114670.0000000;114670.0000000;
05.10.2018;114680.0000000;114690.0000000;114520.0000000;114600.0000000;
05.10.2018;114610.0000000;114650.0000000;114570.0000000;114640.0000000;
05.10.2018;114640.0000000;114660.0000000;114570.0000000;114580.0000000;
05.10.2018;114580.0000000;114750.0000000;114580.0000000;114740.0000000;
05.10.2018;114730.0000000;114740.0000000;114700.0000000;114720.0000000;
05.10.2018;114720.0000000;114790.0000000;114720.0000000;114790.0000000;
05.10.2018;114780.0000000;114800.0000000;114720.0000000;114740.0000000;
05.10.2018;114740.0000000;114780.0000000;114740.0000000;114770.0000000;
05.10.2018;114760.0000000;114850.0000000;114760.0000000;114820.0000000;
05.10.2018;114820.0000000;114830.0000000;114790.0000000;114830.0000000;
05.10.2018;114830.0000000;114920.0000000;114830.0000000;114890.0000000;
05.10.2018;114890.0000000;114930.0000000;114860.0000000;114930.0000000;
05.10.2018;114910.0000000;114910.0000000;114790.0000000;114790.0000000;
05.10.2018;114810.0000000;114860.0000000;114790.0000000;114860.0000000;
05.10.2018;114860.0000000;114880.0000000;114820.0000000;114850.0000000;
05.10.2018;114860.0000000;114860.0000000;114750.0000000;114760.0000000;
05.10.2018;114760.0000000;114790.0000000;114720.0000000;114740.0000000;
05.10.2018;114760.0000000;114790.0000000;114740.0000000;114780.0000000;
05.10.2018;114790.0000000;114830.0000000;114790.0000000;114810.0000000;
05.10.2018;114820.0000000;114930.0000000;114820.0000000;114890.0000000;
05.10.2018;114900.0000000;114950.0000000;114890.0000000;114890.0000000;
05.10.2018;114890.0000000;114910.0000000;114860.0000000;114900.0000000;
05.10.2018;114890.0000000;114970.0000000;114880.0000000;114950.0000000;
05.10.2018;114930.0000000;115020.0000000;114930.0000000;115010.0000000;
05.10.2018;115010.0000000;115160.0000000;115010.0000000;115130.0000000;
05.10.2018;115140.0000000;115190.0000000;115130.0000000;115150.0000000;
05.10.2018;115150.0000000;115180.0000000;115080.0000000;115120.0000000;
05.10.2018;115130.0000000;115150.0000000;115070.0000000;115080.0000000;
05.10.2018;115090.0000000;115130.0000000;115070.0000000;115080.0000000;
05.10.2018;115070.0000000;115080.0000000;114990.0000000;115010.0000000;
05.10.2018;115000.0000000;115060.0000000;114970.0000000;115020.0000000;
05.10.2018;115020.0000000;115040.0000000;115010.0000000;115010.0000000;
05.10.2018;115010.0000000;115030.0000000;114980.0000000;114980.0000000;
05.10.2018;114980.0000000;115060.0000000;114980.0000000;115040.0000000;
05.10.2018;115040.0000000;115190.0000000;115040.0000000;115180.0000000;
05.10.2018;115180.0000000;115280.0000000;115170.0000000;115260.0000000;
05.10.2018;115260.0000000;115380.0000000;115250.0000000;115300.0000000;
05.10.2018;115310.0000000;115360.0000000;115270.0000000;115280.0000000;
05.10.2018;115270.0000000;115300.0000000;115220.0000000;115230.0000000;
05.10.2018;115240.0000000;115280.0000000;115210.0000000;115230.0000000;
05.10.2018;115220.0000000;115270.0000000;115220.0000000;115250.0000000;
05.10.2018;115240.0000000;115350.0000000;115220.0000000;115340.0000000;
05.10.2018;115340.0000000;115440.0000000;115330.0000000;115430.0000000;
05.10.2018;115420.0000000;115440.0000000;115310.0000000;115350.0000000;
05.10.2018;115350.0000000;115360.0000000;115320.0000000;115340.0000000;
05.10.2018;115350.0000000;115380.0000000;115320.0000000;115380.0000000;
05.10.2018;115370.0000000;115430.0000000;115350.0000000;115410.0000000;
05.10.2018;115410.0000000;115480.0000000;115410.0000000;115440.0000000;
05.10.2018;115450.0000000;115560.0000000;115450.0000000;115540.0000000;
05.10.2018;115540.0000000;115550.0000000;115470.0000000;115510.0000000;
05.10.2018;115500.0000000;115530.0000000;115490.0000000;115500.0000000;
05.10.2018;115510.0000000;115550.0000000;115490.0000000;115520.0000000;
05.10.2018;115520.0000000;115760.0000000;115510.0000000;115690.0000000;
05.10.2018;115680.0000000;115730.0000000;115440.0000000;115490.0000000;
05.10.2018;115490.0000000;115610.0000000;115490.0000000;115520.0000000;
05.10.2018;115530.0000000;115550.0000000;115460.0000000;115490.0000000;
05.10.2018;115490.0000000;115500.0000000;115330.0000000;115400.0000000;
05.10.2018;115410.0000000;115500.0000000;115410.0000000;115450.0000000;
05.10.2018;115440.0000000;115510.0000000;115430.0000000;115490.0000000;
05.10.2018;115480.0000000;115510.0000000;115450.0000000;115470.0000000;
05.10.2018;115470.0000000;115480.0000000;115350.0000000;115370.0000000;
05.10.2018;115370.0000000;115380.0000000;115270.0000000;115300.0000000;
05.10.2018;115300.0000000;115330.0000000;115270.0000000;115310.0000000;
05.10.2018;115300.0000000;115400.0000000;115290.0000000;115400.0000000;
05.10.2018;115380.0000000;115540.0000000;115360.0000000;115530.0000000;
05.10.2018;115540.0000000;115580.0000000;115430.0000000;115430.0000000;
05.10.2018;115430.0000000;115450.0000000;115370.0000000;115380.0000000;
05.10.2018;115380.0000000;115450.0000000;115360.0000000;115430.0000000;
05.10.2018;115430.0000000;115490.0000000;115380.0000000;115440.0000000;
05.10.2018;115440.0000000;115460.0000000;115380.0000000;115400.0000000;
05.10.2018;115400.0000000;115420.0000000;115360.0000000;115380.0000000;
05.10.2018;115370.0000000;115430.0000000;115370.0000000;115400.0000000;
05.10.2018;115400.0000000;115460.0000000;115390.0000000;115450.0000000;
05.10.2018;115440.0000000;115480.0000000;115350.0000000;115350.0000000;
05.10.2018;115350.0000000;115390.0000000;115310.0000000;115360.0000000;
05.10.2018;115350.0000000;115410.0000000;115350.0000000;115400.0000000;
05.10.2018;115400.0000000;115460.0000000;115330.0000000;115380.0000000;
05.10.2018;115370.0000000;115400.0000000;115320.0000000;115340.0000000;
05.10.2018;115320.0000000;115350.0000000;115160.0000000;115190.0000000;
05.10.2018;115200.0000000;115210.0000000;115190.0000000;115200.0000000;
05.10.2018;115190.0000000;115240.0000000;115180.0000000;115240.0000000;
05.10.2018;115240.0000000;115240.0000000;115170.0000000;115210.0000000;
05.10.2018;115200.0000000;115260.0000000;115170.0000000;115230.0000000;
05.10.2018;115230.0000000;115670.0000000;115200.0000000;115640.0000000;
05.10.2018;115640.0000000;115640.0000000;115520.0000000;115570.0000000;
05.10.2018;115560.0000000;115640.0000000;115540.0000000;115540.0000000;
05.10.2018;115540.0000000;115540.0000000;115270.0000000;115280.0000000;
05.10.2018;115280.0000000;115300.0000000;115120.0000000;115120.0000000;
05.10.2018;115140.0000000;115360.0000000;115120.0000000;115260.0000000;
05.10.2018;115250.0000000;115300.0000000;115090.0000000;115100.0000000;
05.10.2018;115090.0000000;115220.0000000;115040.0000000;115050.0000000;
05.10.2018;115050.0000000;115100.0000000;114930.0000000;114940.0000000;
05.10.2018;114940.0000000;115030.0000000;114880.0000000;115020.0000000;
05.10.2018;115020.0000000;115220.0000000;115010.0000000;115130.0000000;
05.10.2018;115130.0000000;115140.0000000;115000.0000000;115040.0000000;
05.10.2018;115030.0000000;115110.0000000;115000.0000000;115070.0000000;
05.10.2018;115050.0000000;115140.0000000;115020.0000000;115070.0000000;
05.10.2018;115070.0000000;115150.0000000;115050.0000000;115100.0000000;
05.10.2018;115090.0000000;115170.0000000;115080.0000000;115150.0000000;
05.10.2018;115170.0000000;115200.0000000;115130.0000000;115190.0000000;
05.10.2018;115170.0000000;115190.0000000;115080.0000000;115120.0000000;
05.10.2018;115110.0000000;115160.0000000;115100.0000000;115100.0000000;
05.10.2018;115090.0000000;115150.0000000;115080.0000000;115130.0000000;
05.10.2018;115130.0000000;115220.0000000;115110.0000000;115200.0000000;
05.10.2018;115200.0000000;115340.0000000;115180.0000000;115290.0000000;
05.10.2018;115290.0000000;115310.0000000;115230.0000000;115280.0000000;
05.10.2018;115280.0000000;115380.0000000;115270.0000000;115350.0000000;
05.10.2018;115350.0000000;115350.0000000;115260.0000000;115280.0000000;
05.10.2018;115290.0000000;115340.0000000;115290.0000000;115340.0000000;
05.10.2018;115340.0000000;115390.0000000;115300.0000000;115390.0000000;
05.10.2018;115380.0000000;115450.0000000;115360.0000000;115390.0000000;
05.10.2018;115400.0000000;115430.0000000;115340.0000000;115350.0000000;
05.10.2018;115360.0000000;115380.0000000;115310.0000000;115320.0000000;
05.10.2018;115340.0000000;115390.0000000;115310.0000000;115340.0000000;
05.10.2018;115350.0000000;115390.0000000;115330.0000000;115350.0000000;
05.10.2018;115360.0000000;115370.0000000;115330.0000000;115340.0000000;
05.10.2018;115330.0000000;115370.0000000;115310.0000000;115340.0000000;
05.10.2018;115320.0000000;115390.0000000;115320.0000000;115380.0000000;
05.10.2018;115380.0000000;115430.0000000;115380.0000000;115430.0000000;
05.10.2018;115430.0000000;115430.0000000;115310.0000000;115380.0000000;
05.10.2018;115370.0000000;115370.0000000;115310.0000000;115320.0000000;
05.10.2018;115310.0000000;115340.0000000;115280.0000000;115290.0000000;
05.10.2018;115290.0000000;115320.0000000;115260.0000000;115270.0000000;
05.10.2018;115280.0000000;115370.0000000;115280.0000000;115370.0000000;
05.10.2018;115360.0000000;115420.0000000;115350.0000000;115380.0000000;
05.10.2018;115360.0000000;115380.0000000;115280.0000000;115350.0000000;
05.10.2018;115360.0000000;115430.0000000;115340.0000000;115400.0000000;
05.10.2018;115400.0000000;115470.0000000;115400.0000000;115460.0000000;
05.10.2018;115450.0000000;115600.0000000;115450.0000000;115490.0000000;
05.10.2018;115470.0000000;115520.0000000;115400.0000000;115500.0000000;
05.10.2018;115510.0000000;115510.0000000;115470.0000000;115490.0000000;
05.10.2018;115470.0000000;115500.0000000;115440.0000000;115470.0000000;
05.10.2018;115480.0000000;115530.0000000;115480.0000000;115510.0000000;
05.10.2018;115500.0000000;115540.0000000;115490.0000000;115530.0000000;
05.10.2018;115540.0000000;115590.0000000;115440.0000000;115440.0000000;
05.10.2018;115440.0000000;115460.0000000;115390.0000000;115410.0000000;
05.10.2018;115410.0000000;115430.0000000;115350.0000000;115380.0000000;
05.10.2018;115390.0000000;115500.0000000;115390.0000000;115450.0000000;
05.10.2018;115450.0000000;115480.0000000;115430.0000000;115440.0000000;
05.10.2018;115450.0000000;115480.0000000;115450.0000000;115470.0000000;
05.10.2018;115480.0000000;115580.0000000;115470.0000000;115560.0000000;
05.10.2018;115560.0000000;115670.0000000;115560.0000000;115570.0000000;
05.10.2018;115570.0000000;115610.0000000;115570.0000000;115610.0000000;
05.10.2018;115610.0000000;115630.0000000;115480.0000000;115600.0000000;
05.10.2018;115590.0000000;115790.0000000;115580.0000000;115710.0000000;
05.10.2018;115710.0000000;115730.0000000;115530.0000000;115550.0000000;
05.10.2018;115550.0000000;115680.0000000;115540.0000000;115680.0000000;
05.10.2018;115670.0000000;115720.0000000;115650.0000000;115670.0000000;
05.10.2018;115670.0000000;115770.0000000;115670.0000000;115710.0000000;
05.10.2018;115710.0000000;115870.0000000;115700.0000000;115870.0000000;
05.10.2018;115870.0000000;115950.0000000;115830.0000000;115890.0000000;
05.10.2018;115900.0000000;115930.0000000;115590.0000000;115600.0000000;
05.10.2018;115610.0000000;115700.0000000;115560.0000000;115670.0000000;
05.10.2018;115680.0000000;115770.0000000;115660.0000000;115670.0000000;
05.10.2018;115680.0000000;115740.0000000;115610.0000000;115670.0000000;
05.10.2018;115670.0000000;115670.0000000;115600.0000000;115620.0000000;
05.10.2018;115610.0000000;115670.0000000;115560.0000000;115660.0000000;
05.10.2018;115670.0000000;115670.0000000;115570.0000000;115590.0000000;
05.10.2018;115600.0000000;115750.0000000;115560.0000000;115730.0000000;
05.10.2018;115730.0000000;115780.0000000;115700.0000000;115720.0000000;
05.10.2018;115720.0000000;115760.0000000;115680.0000000;115710.0000000;
05.10.2018;115720.0000000;115760.0000000;115610.0000000;115720.0000000;
05.10.2018;115730.0000000;115730.0000000;115540.0000000;115560.0000000;
05.10.2018;115560.0000000;115640.0000000;115530.0000000;115580.0000000;
05.10.2018;115580.0000000;115610.0000000;115550.0000000;115570.0000000;
05.10.2018;115560.0000000;115580.0000000;115490.0000000;115560.0000000;
05.10.2018;115560.0000000;115670.0000000;115560.0000000;115560.0000000;
05.10.2018;115550.0000000;115590.0000000;115510.0000000;115540.0000000;
05.10.2018;115530.0000000;115580.0000000;115480.0000000;115490.0000000;
05.10.2018;115500.0000000;115520.0000000;115440.0000000;115490.0000000;
05.10.2018;115500.0000000;115530.0000000;115430.0000000;115430.0000000;
05.10.2018;115430.0000000;115480.0000000;115350.0000000;115480.0000000;
05.10.2018;115470.0000000;115640.0000000;115470.0000000;115590.0000000;
05.10.2018;115580.0000000;115790.0000000;115510.0000000;115780.0000000;
05.10.2018;115780.0000000;115880.0000000;115730.0000000;115750.0000000;
05.10.2018;115760.0000000;115830.0000000;115710.0000000;115740.0000000;
05.10.2018;115750.0000000;115840.0000000;115720.0000000;115760.0000000;
05.10.2018;115770.0000000;115790.0000000;115580.0000000;115660.0000000;
05.10.2018;115650.0000000;115780.0000000;115650.0000000;115730.0000000;
05.10.2018;115720.0000000;115770.0000000;115610.0000000;115730.0000000;
05.10.2018;115720.0000000;115830.0000000;115720.0000000;115780.0000000;
05.10.2018;115790.0000000;115800.0000000;115710.0000000;115750.0000000;
05.10.2018;115760.0000000;115770.0000000;115690.0000000;115690.0000000;
05.10.2018;115690.0000000;115740.0000000;115620.0000000;115640.0000000;
05.10.2018;115640.0000000;115740.0000000;115590.0000000;115700.0000000;
05.10.2018;115720.0000000;115750.0000000;115660.0000000;115670.0000000;
05.10.2018;115680.0000000;115860.0000000;115660.0000000;115830.0000000;
05.10.2018;115840.0000000;115850.0000000;115690.0000000;115730.0000000;
05.10.2018;115720.0000000;115800.0000000;115690.0000000;115790.0000000;
05.10.2018;115780.0000000;115790.0000000;115720.0000000;115750.0000000;
05.10.2018;115760.0000000;115780.0000000;115710.0000000;115710.0000000;
05.10.2018;115720.0000000;115740.0000000;115570.0000000;115610.0000000;
05.10.2018;115610.0000000;115630.0000000;115510.0000000;115520.0000000;
05.10.2018;115520.0000000;115600.0000000;115520.0000000;115550.0000000;
05.10.2018;115560.0000000;115620.0000000;115560.0000000;115590.0000000;
05.10.2018;115590.0000000;115640.0000000;115580.0000000;115610.0000000;
05.10.2018;115610.0000000;115680.0000000;115610.0000000;115670.0000000;
05.10.2018;115680.0000000;115720.0000000;115680.0000000;115690.0000000;
05.10.2018;115690.0000000;115780.0000000;115690.0000000;115730.0000000;
05.10.2018;115720.0000000;115760.0000000;115700.0000000;115760.0000000;
05.10.2018;115760.0000000;115790.0000000;115730.0000000;115730.0000000;
05.10.2018;115720.0000000;115750.0000000;115680.0000000;115740.0000000;
05.10.2018;115760.0000000;115760.0000000;115690.0000000;115690.0000000;
05.10.2018;115700.0000000;115730.0000000;115670.0000000;115680.0000000;
05.10.2018;115670.0000000;115720.0000000;115580.0000000;115710.0000000;
05.10.2018;115720.0000000;115750.0000000;115690.0000000;115720.0000000;
05.10.2018;115740.0000000;115740.0000000;115620.0000000;115660.0000000;
05.10.2018;115650.0000000;115690.0000000;115610.0000000;115680.0000000;
05.10.2018;115680.0000000;115760.0000000;115680.0000000;115730.0000000;
05.10.2018;115710.0000000;115720.0000000;115640.0000000;115670.0000000;
05.10.2018;115680.0000000;115770.0000000;115640.0000000;115750.0000000;
05.10.2018;115750.0000000;115840.0000000;115740.0000000;115770.0000000;
05.10.2018;115760.0000000;115810.0000000;115740.0000000;115740.0000000;
05.10.2018;115740.0000000;115750.0000000;115610.0000000;115620.0000000;
05.10.2018;115620.0000000;115660.0000000;115550.0000000;115550.0000000;
05.10.2018;115550.0000000;115590.0000000;115490.0000000;115560.0000000;
05.10.2018;115550.0000000;115660.0000000;115540.0000000;115650.0000000;
05.10.2018;115660.0000000;115700.0000000;115540.0000000;115610.0000000;
05.10.2018;115620.0000000;115650.0000000;115550.0000000;115570.0000000;
05.10.2018;115560.0000000;115590.0000000;115500.0000000;115540.0000000;
05.10.2018;115560.0000000;115580.0000000;115400.0000000;115430.0000000;
05.10.2018;115430.0000000;115450.0000000;115360.0000000;115440.0000000;
05.10.2018;115440.0000000;115480.0000000;115400.0000000;115410.0000000;
05.10.2018;115420.0000000;115470.0000000;115400.0000000;115430.0000000;
05.10.2018;115430.0000000;115520.0000000;115430.0000000;115510.0000000;
05.10.2018;115500.0000000;115510.0000000;115470.0000000;115470.0000000;
05.10.2018;115460.0000000;115500.0000000;115430.0000000;115480.0000000;
05.10.2018;115480.0000000;115520.0000000;115450.0000000;115490.0000000;
05.10.2018;115490.0000000;115660.0000000;115470.0000000;115660.0000000;
05.10.2018;115650.0000000;115660.0000000;115560.0000000;115630.0000000;
05.10.2018;115640.0000000;115650.0000000;115560.0000000;115570.0000000;
05.10.2018;115560.0000000;115600.0000000;115410.0000000;115490.0000000;
05.10.2018;115470.0000000;115550.0000000;115450.0000000;115530.0000000;
05.10.2018;115520.0000000;115570.0000000;115420.0000000;115420.0000000;
05.10.2018;115420.0000000;115480.0000000;115380.0000000;115380.0000000;
05.10.2018;115370.0000000;115390.0000000;115280.0000000;115390.0000000;
05.10.2018;115390.0000000;115440.0000000;115380.0000000;115410.0000000;
05.10.2018;115410.0000000;115430.0000000;115330.0000000;115350.0000000;
05.10.2018;115360.0000000;115420.0000000;115330.0000000;115410.0000000;
05.10.2018;115420.0000000;115440.0000000;115340.0000000;115370.0000000;
05.10.2018;115370.0000000;115400.0000000;115360.0000000;115370.0000000;
05.10.2018;115380.0000000;115380.0000000;115270.0000000;115270.0000000;
05.10.2018;115290.0000000;115310.0000000;115210.0000000;115210.0000000;
05.10.2018;115220.0000000;115230.0000000;115160.0000000;115170.0000000;
05.10.2018;115170.0000000;115180.0000000;115060.0000000;115140.0000000;
05.10.2018;115150.0000000;115200.0000000;115150.0000000;115170.0000000;
05.10.2018;115170.0000000;115210.0000000;115140.0000000;115210.0000000;
05.10.2018;115220.0000000;115250.0000000;115170.0000000;115230.0000000;
05.10.2018;115230.0000000;115280.0000000;115180.0000000;115250.0000000;
05.10.2018;115250.0000000;115270.0000000;115120.0000000;115120.0000000;
05.10.2018;115110.0000000;115130.0000000;115070.0000000;115080.0000000;
05.10.2018;115080.0000000;115130.0000000;115070.0000000;115100.0000000;
05.10.2018;115090.0000000;115090.0000000;115010.0000000;115080.0000000;
05.10.2018;115070.0000000;115080.0000000;115000.0000000;115010.0000000;
05.10.2018;115010.0000000;115070.0000000;115000.0000000;115050.0000000;
05.10.2018;115060.0000000;115100.0000000;115050.0000000;115090.0000000;
05.10.2018;115100.0000000;115150.0000000;115090.0000000;115120.0000000;
05.10.2018;115120.0000000;115300.0000000;115110.0000000;115250.0000000;
05.10.2018;115260.0000000;115280.0000000;115220.0000000;115250.0000000;
05.10.2018;115250.0000000;115260.0000000;115220.0000000;115240.0000000;
05.10.2018;115250.0000000;115300.0000000;115190.0000000;115200.0000000;
05.10.2018;115200.0000000;115270.0000000;115160.0000000;115160.0000000;
05.10.2018;115170.0000000;115230.0000000;115170.0000000;115200.0000000;
05.10.2018;115200.0000000;115230.0000000;115130.0000000;115200.0000000;
05.10.2018;115190.0000000;115240.0000000;115190.0000000;115220.0000000;
05.10.2018;115220.0000000;115250.0000000;115200.0000000;115250.0000000;
05.10.2018;115230.0000000;115250.0000000;115180.0000000;115240.0000000;
05.10.2018;115220.0000000;115240.0000000;115170.0000000;115240.0000000;
05.10.2018;115240.0000000;115290.0000000;115210.0000000;115260.0000000;
05.10.2018;115260.0000000;115380.0000000;115260.0000000;115370.0000000;
05.10.2018;115370.0000000;115410.0000000;115340.0000000;115350.0000000;
05.10.2018;115340.0000000;115350.0000000;115310.0000000;115330.0000000;
05.10.2018;115320.0000000;115470.0000000;115320.0000000;115450.0000000;
05.10.2018;115460.0000000;115460.0000000;115370.0000000;115420.0000000;
05.10.2018;115420.0000000;115450.0000000;115380.0000000;115430.0000000;
05.10.2018;115440.0000000;115450.0000000;115370.0000000;115390.0000000;
05.10.2018;115390.0000000;115390.0000000;115270.0000000;115280.0000000;
05.10.2018;115290.0000000;115350.0000000;115270.0000000;115290.0000000;
05.10.2018;115260.0000000;115260.0000000;114770.0000000;114800.0000000;
05.10.2018;114780.0000000;114870.0000000;114750.0000000;114840.0000000;
05.10.2018;114840.0000000;114930.0000000;114820.0000000;114920.0000000;
05.10.2018;114930.0000000;114940.0000000;114900.0000000;114920.0000000;
05.10.2018;114920.0000000;114970.0000000;114900.0000000;114960.0000000;
05.10.2018;114950.0000000;114960.0000000;114800.0000000;114830.0000000;
05.10.2018;114830.0000000;114870.0000000;114780.0000000;114870.0000000;
05.10.2018;114860.0000000;114910.0000000;114840.0000000;114900.0000000;
05.10.2018;114890.0000000;114920.0000000;114880.0000000;114900.0000000;
05.10.2018;114920.0000000;114930.0000000;114900.0000000;114920.0000000;
05.10.2018;114920.0000000;114930.0000000;114850.0000000;114860.0000000;
05.10.2018;114870.0000000;114870.0000000;114810.0000000;114830.0000000;
05.10.2018;114810.0000000;114850.0000000;114800.0000000;114820.0000000;
05.10.2018;114820.0000000;114890.0000000;114800.0000000;114860.0000000;
